Employee_Id,Full_Name,Age,Education_Level,Hire_Date,Exit_Date,Department,Job_Role,Job_Level,Employment_Type,Base_Salary_Annual,Store_Location,Store_Location_Latitude,Store_Location_Longitude,Store_Id,Manager_Id,Manager_Name,Manager_Status,Is_Active,Tenure_Days,Exit_YearMonth,Age_Group
EMP006558,Katherine Weaver MD,34,High School,2020-10-21,2023-05-13,HR,HR Assistant,Entry,Part-time,13517.62,San Antonio,29.4241,-98.4936,STR055,EMP006675,Thomas Johnson,Manager,False,934,2023-05,Millennial
EMP006559,Bailey Hughes,44,High School,2020-08-03,2023-07-26,HR,HR Associate,Associate,Full-time,37059.19,Chicago,41.8781,-87.6298,STR025,EMP006675,Thomas Johnson,Manager,False,1087,2023-07,Gen X
EMP006560,Anthony Proctor,42,High School,2021-06-23,,HR,HR Assistant,Entry,Full-time,31551.75,Chicago,41.8781,-87.6298,STR008,EMP006675,Thomas Johnson,Manager,True,1287,,Gen X
EMP006561,Jessica Martinez,41,Some College,2021-03-13,,HR,HR Assistant,Entry,Full-time,24401.52,Memphis,35.1495,-90.049,STR066,EMP006675,Thomas Johnson,Manager,True,1389,,Gen X
EMP006562,Jason Foster,29,High School,2021-03-05,,HR,Senior HR Specialist,Senior_Associate,Full-time,39852.87,Memphis,35.1495,-90.049,STR125,EMP006675,Thomas Johnson,Manager,True,1397,,Millennial
EMP006563,Christopher Roy,45,High School,2019-05-09,,HR,HR Associate,Associate,Full-time,30205.75,Portland,45.5152,-122.6784,STR075,EMP006675,Thomas Johnson,Manager,True,2063,,Gen X
EMP006564,Elizabeth Rowland,30,Bachelor's,2021-08-08,,HR,HR Assistant,Entry,Part-time,16661.62,Phoenix,33.4484,-112.074,STR069,EMP006675,Thomas Johnson,Manager,True,1241,,Millennial
EMP006565,Deborah Curry,27,High School,2021-05-14,2024-10-04,HR,HR Assistant,Entry,Seasonal,9419.37,Nashville,36.1627,-86.7816,STR079,EMP006675,Thomas Johnson,Manager,False,1239,2024-10,Millennial
EMP006566,Allison Sharp,34,Bachelor's,2021-12-07,,HR,HR Assistant,Entry,Full-time,25561.94,Jacksonville,30.3322,-81.6557,STR066,EMP006675,Thomas Johnson,Manager,True,1120,,Millennial
EMP006567,Kimberly Turner,45,Bachelor's,2021-04-18,,HR,Senior HR Specialist,Senior_Associate,Full-time,45455.2,Denver,39.7392,-104.9903,STR073,EMP006675,Thomas Johnson,Manager,True,1353,,Gen X
EMP006568,Paul Chaney,33,Bachelor's,2019-09-10,,HR,HR Associate,Associate,Full-time,34721.39,Charlotte,35.2271,-80.8431,STR080,EMP006675,Thomas Johnson,Manager,True,1939,,Millennial
EMP006569,Sarah Smith,35,High School,2017-07-29,2018-02-10,HR,HR Assistant,Entry,Full-time,25864.63,Nashville,36.1627,-86.7816,STR022,EMP006675,Thomas Johnson,Manager,False,196,2018-02,Millennial
EMP006570,Adam Espinoza,28,Bachelor's,2021-06-07,,HR,HR Associate,Associate,Full-time,33043.0,Boston,42.3601,-71.0589,STR007,EMP006675,Thomas Johnson,Manager,True,1303,,Millennial
EMP006571,Tyler Richard,41,High School,2020-01-22,2021-10-22,HR,HR Associate,Associate,Full-time,34745.33,San Diego,32.7157,-117.1611,STR085,EMP006675,Thomas Johnson,Manager,False,639,2021-10,Gen X
EMP006572,Carol Ingram,26,Master's,2020-05-11,,HR,HR Assistant,Entry,Seasonal,8823.46,San Antonio,29.4241,-98.4936,STR137,EMP006675,Thomas Johnson,Manager,True,1695,,Millennial
EMP006573,Paula Blackburn,22,Bachelor's,2020-05-12,2024-11-19,HR,HR Assistant,Entry,Seasonal,9114.04,Detroit,42.3314,-83.0458,STR113,EMP006675,Thomas Johnson,Manager,False,1652,2024-11,Gen Z
EMP006574,Cynthia Johnson,30,High School,2015-02-09,,HR,HR Associate,Associate,Full-time,38575.1,Las Vegas,36.1699,-115.1398,STR020,EMP006675,Thomas Johnson,Manager,True,3613,,Millennial
EMP006575,Kenneth Johnson,24,High School,2018-07-15,,HR,HR Supervisor,Supervisor,Full-time,43401.82,Austin,30.2672,-97.7431,STR134,EMP006675,Thomas Johnson,Manager,True,2361,,Gen Z
EMP006576,Steven Bailey,37,Bachelor's,2020-05-12,,HR,HR Assistant,Entry,Part-time,17440.82,Baltimore,39.2904,-76.6122,STR108,EMP006675,Thomas Johnson,Manager,True,1694,,Millennial
EMP006577,Daniel Smith,29,High School,2021-10-26,2022-02-08,HR,HR Assistant,Entry,Full-time,31200.38,Baltimore,39.2904,-76.6122,STR129,EMP006675,Thomas Johnson,Manager,False,105,2022-02,Millennial
EMP006578,Hunter Williams,21,Some College,2021-11-27,2024-10-28,HR,HR Associate,Associate,Full-time,31248.2,Phoenix,33.4484,-112.074,STR056,EMP006675,Thomas Johnson,Manager,False,1066,2024-10,Gen Z
EMP006579,Susan Trujillo,31,Some College,2020-09-30,2022-02-23,HR,HR Associate,Associate,Contractor,35690.49,Columbus,39.9612,-82.9988,STR010,EMP006675,Thomas Johnson,Manager,False,511,2022-02,Millennial
EMP006580,William Wilson,29,Bachelor's,2020-11-20,,HR,HR Assistant,Entry,Full-time,27689.21,Los Angeles,34.0522,-118.2437,STR035,EMP006675,Thomas Johnson,Manager,True,1502,,Millennial
EMP006581,Courtney Morgan,21,High School,2021-03-29,2024-07-13,HR,HR Assistant,Entry,Full-time,30817.09,Las Vegas,36.1699,-115.1398,STR112,EMP006675,Thomas Johnson,Manager,False,1202,2024-07,Gen Z
EMP006582,Mitchell Merritt,31,Bachelor's,2021-04-07,2024-12-24,HR,HR Assistant,Entry,Full-time,31419.06,Boston,42.3601,-71.0589,STR036,EMP006675,Thomas Johnson,Manager,False,1357,2024-12,Millennial
EMP006583,Jared Gordon,43,High School,2018-12-12,,HR,HR Assistant,Entry,Full-time,29395.63,Columbus,39.9612,-82.9988,STR003,EMP006675,Thomas Johnson,Manager,True,2211,,Gen X
EMP006584,Kristina Neal,24,Bachelor's,2018-11-01,,HR,HR Assistant,Entry,Part-time,13719.72,Detroit,42.3314,-83.0458,STR020,EMP006675,Thomas Johnson,Manager,True,2252,,Gen Z
EMP006585,Cory Parsons,46,Bachelor's,2020-12-16,,HR,HR Assistant,Entry,Full-time,28691.54,San Diego,32.7157,-117.1611,STR087,EMP006675,Thomas Johnson,Manager,True,1476,,Gen X
EMP006586,Christopher Horn,42,Some College,2019-05-19,2024-02-12,HR,HR Associate,Associate,Seasonal,13169.46,San Antonio,29.4241,-98.4936,STR008,EMP006675,Thomas Johnson,Manager,False,1730,2024-02,Gen X
EMP006587,Christopher Simmons,29,Master's,2018-04-16,2019-04-26,HR,HR Associate,Associate,Full-time,33648.41,Austin,30.2672,-97.7431,STR069,EMP006675,Thomas Johnson,Manager,False,375,2019-04,Millennial
EMP006588,Joshua Reed,39,High School,2021-08-29,,HR,HR Assistant,Entry,Part-time,13494.89,Austin,30.2672,-97.7431,STR107,EMP006675,Thomas Johnson,Manager,True,1220,,Millennial
EMP006589,Kimberly Brewer,37,Master's,2021-01-08,,HR,HR Associate,Associate,Part-time,18175.65,Dallas,32.7767,-96.797,STR097,EMP006675,Thomas Johnson,Manager,True,1453,,Millennial
EMP006590,Ronald Kramer,27,Some College,2015-03-13,,HR,HR Assistant,Entry,Full-time,29905.14,Fort Worth,32.7555,-97.3308,STR076,EMP006675,Thomas Johnson,Manager,True,3581,,Millennial
EMP006591,Ann Hobbs,38,Some College,2020-11-30,,HR,HR Assistant,Entry,Full-time,26539.59,Louisville,38.2527,-85.7585,STR145,EMP006675,Thomas Johnson,Manager,True,1492,,Millennial
EMP006592,Richard Potter,26,Some College,2021-09-01,,HR,HR Associate,Associate,Full-time,31619.95,Phoenix,33.4484,-112.074,STR001,EMP006675,Thomas Johnson,Manager,True,1217,,Millennial
EMP006593,Terry Carr,23,Master's,2020-07-01,,HR,HR Assistant,Entry,Part-time,15504.11,Charlotte,35.2271,-80.8431,STR124,EMP006675,Thomas Johnson,Manager,True,1644,,Gen Z
EMP006594,Tiffany Wilson,25,High School,2019-11-27,,HR,Senior HR Specialist,Senior_Associate,Full-time,47815.99,San Diego,32.7157,-117.1611,STR059,EMP006675,Thomas Johnson,Manager,True,1861,,Gen Z
EMP006595,Jon Gonzalez,34,High School,2021-04-18,,HR,HR Assistant,Entry,Full-time,29489.99,Denver,39.7392,-104.9903,STR028,EMP006675,Thomas Johnson,Manager,True,1353,,Millennial
EMP006596,Mr. Jacob Moore,30,High School,2020-04-21,,HR,HR Assistant,Entry,Full-time,24723.15,Boston,42.3601,-71.0589,STR119,EMP006675,Thomas Johnson,Manager,True,1715,,Millennial
EMP006597,Janet Larson,21,Bachelor's,2021-12-13,,HR,HR Associate,Associate,Full-time,29410.02,Nashville,36.1627,-86.7816,STR066,EMP006675,Thomas Johnson,Manager,True,1114,,Gen Z
EMP006598,Margaret Knight,27,High School,2020-12-29,2022-04-11,HR,HR Associate,Associate,Seasonal,12409.59,Houston,29.7604,-95.3698,STR035,EMP006675,Thomas Johnson,Manager,False,468,2022-04,Millennial
EMP006599,Gloria Odom,29,Some College,2019-04-10,,HR,HR Associate,Associate,Full-time,39049.08,Nashville,36.1627,-86.7816,STR045,EMP006675,Thomas Johnson,Manager,True,2092,,Millennial
EMP006600,Casey Foster,46,Bachelor's,2013-08-25,,HR,HR Assistant,Entry,Full-time,27815.89,New York,40.7128,-74.006,STR122,EMP006675,Thomas Johnson,Manager,True,4146,,Gen X
EMP006601,Daryl Olson,22,Some College,2020-05-28,,HR,HR Supervisor,Supervisor,Part-time,30961.59,San Antonio,29.4241,-98.4936,STR111,EMP006675,Thomas Johnson,Manager,True,1678,,Gen Z
EMP006602,James Raymond,32,Master's,2021-11-29,,HR,HR Associate,Associate,Full-time,35156.72,San Diego,32.7157,-117.1611,STR052,EMP007274,Cory Hale,Executive,True,1128,,Millennial
EMP006603,Denise Flores,31,Bachelor's,2021-07-21,,HR,HR Assistant,Entry,Part-time,15396.17,Jacksonville,30.3322,-81.6557,STR137,EMP006865,Jared Smith,Senior Manager,True,1259,,Millennial
EMP006604,Katie Hardin,26,Bachelor's,2016-06-22,,HR,Senior HR Specialist,Senior_Associate,Full-time,47106.61,Charlotte,35.2271,-80.8431,STR130,EMP007124,Shelly Horton,Senior Manager,True,3114,,Millennial
EMP006605,Brian Bullock,34,Master's,2020-03-07,,HR,HR Assistant,Entry,Part-time,16339.72,Chicago,41.8781,-87.6298,STR009,EMP006762,Scott Smith,Manager,True,1760,,Millennial
EMP006606,Stefanie Simmons,25,Bachelor's,2021-12-17,,HR,Senior HR Specialist,Senior_Associate,Full-time,36751.22,Memphis,35.1495,-90.049,STR046,EMP006986,Michael Stevens,Manager,True,1110,,Gen Z
EMP006607,Randall Johnson,26,Bachelor's,2020-12-22,2024-01-22,HR,HR Assistant,Entry,Full-time,23290.65,Austin,30.2672,-97.7431,STR087,EMP007299,William Hall,Manager,False,1126,2024-01,Millennial
EMP006608,Brooke Harmon,37,Bachelor's,2020-09-21,,HR,HR Assistant,Entry,Full-time,27368.59,Dallas,32.7767,-96.797,STR082,EMP006822,Lauren Thompson,Executive,True,1562,,Millennial
EMP006609,Debra Baxter,22,Bachelor's,2020-12-05,,HR,Senior HR Specialist,Senior_Associate,Full-time,49048.55,Baltimore,39.2904,-76.6122,STR100,EMP007274,Cory Hale,Executive,True,1487,,Gen Z
EMP006610,Corey Thornton,30,High School,2021-05-28,2024-01-01,HR,HR Assistant,Entry,Full-time,25083.52,San Jose,37.3382,-121.8863,STR110,EMP006865,Jared Smith,Senior Manager,False,948,2024-01,Millennial
EMP006611,Michael Dalton,31,Bachelor's,2021-02-28,,HR,HR Associate,Associate,Part-time,23060.7,Portland,45.5152,-122.6784,STR076,EMP007124,Shelly Horton,Senior Manager,True,1402,,Millennial
EMP006612,Evan Nelson,38,High School,2017-03-25,,HR,HR Associate,Associate,Full-time,37169.15,Phoenix,33.4484,-112.074,STR070,EMP006762,Scott Smith,Manager,True,2838,,Millennial
EMP006613,Brenda Perkins,22,Master's,2020-10-17,,HR,Senior HR Specialist,Senior_Associate,Part-time,23230.31,Boston,42.3601,-71.0589,STR125,EMP006986,Michael Stevens,Manager,True,1536,,Gen Z
EMP006614,David Skinner,32,Master's,2020-05-02,,HR,HR Assistant,Entry,Full-time,22363.41,Austin,30.2672,-97.7431,STR117,EMP007299,William Hall,Manager,True,1704,,Millennial
EMP006615,Jessica Lowery,36,Master's,2019-10-15,,HR,HR Assistant,Entry,Full-time,23018.47,Las Vegas,36.1699,-115.1398,STR088,EMP006822,Lauren Thompson,Executive,True,1904,,Millennial
EMP006616,Charles Owens,36,High School,2020-05-03,,HR,HR Supervisor,Supervisor,Full-time,55112.89,New York,40.7128,-74.006,STR128,EMP007274,Cory Hale,Executive,True,1703,,Millennial
EMP006617,Jacqueline Figueroa,31,Bachelor's,2020-10-21,,HR,HR Assistant,Entry,Part-time,14398.02,Houston,29.7604,-95.3698,STR100,EMP006865,Jared Smith,Senior Manager,True,1532,,Millennial
EMP006618,Brittany Davis,51,Bachelor's,2016-09-02,,HR,Senior HR Specialist,Senior_Associate,Full-time,40569.06,San Jose,37.3382,-121.8863,STR037,EMP007124,Shelly Horton,Senior Manager,True,3042,,Gen X
EMP006619,Michelle King,22,Bachelor's,2020-12-02,2022-11-28,HR,HR Associate,Associate,Full-time,34020.39,Austin,30.2672,-97.7431,STR098,EMP006762,Scott Smith,Manager,False,726,2022-11,Gen Z
EMP006620,Erica Huynh,32,Bachelor's,2019-06-19,,HR,HR Associate,Associate,Full-time,36705.62,Seattle,47.6062,-122.3321,STR100,EMP006986,Michael Stevens,Manager,True,2022,,Millennial
EMP006621,Leslie Fitzgerald,46,High School,2021-03-15,,HR,HR Assistant,Entry,Full-time,23132.31,San Diego,32.7157,-117.1611,STR013,EMP007299,William Hall,Manager,True,1387,,Gen X
EMP006622,Elizabeth Daniels,37,Some College,2020-09-22,,HR,HR Associate,Associate,Full-time,32876.4,Portland,45.5152,-122.6784,STR066,EMP006822,Lauren Thompson,Executive,True,1561,,Millennial
EMP006623,Jeffrey Walters PhD,22,High School,2020-11-20,,HR,HR Assistant,Entry,Part-time,16110.44,Jacksonville,30.3322,-81.6557,STR055,EMP007274,Cory Hale,Executive,True,1502,,Gen Z
EMP006624,Daniel Young,35,Some College,2020-10-16,,HR,HR Assistant,Entry,Part-time,16444.96,Denver,39.7392,-104.9903,STR018,EMP006865,Jared Smith,Senior Manager,True,1537,,Millennial
EMP006625,Kevin Grant,38,Bachelor's,2021-12-09,,HR,HR Associate,Associate,Full-time,37820.33,Las Vegas,36.1699,-115.1398,STR100,EMP007124,Shelly Horton,Senior Manager,True,1118,,Millennial
EMP006626,Hunter Williamson,32,Some College,2021-09-13,,HR,HR Associate,Associate,Full-time,30060.14,Chicago,41.8781,-87.6298,STR074,EMP006762,Scott Smith,Manager,True,1205,,Millennial
EMP006627,Gerald Moran,29,High School,2021-02-08,,HR,HR Assistant,Entry,Full-time,30078.31,Louisville,38.2527,-85.7585,STR107,EMP006986,Michael Stevens,Manager,True,1422,,Millennial
EMP006628,Toni Hill,25,Bachelor's,2021-11-28,,HR,HR Associate,Associate,Full-time,36314.54,Philadelphia,39.9526,-75.1652,STR032,EMP007299,William Hall,Manager,True,1129,,Gen Z
EMP006629,Felicia Gordon,29,Bachelor's,2019-09-17,,HR,HR Associate,Associate,Full-time,34670.45,San Antonio,29.4241,-98.4936,STR139,EMP006822,Lauren Thompson,Executive,True,1932,,Millennial
EMP006630,Nancy Moreno,22,High School,2021-02-21,,HR,HR Assistant,Entry,Full-time,28995.28,Chicago,41.8781,-87.6298,STR114,EMP007274,Cory Hale,Executive,True,1409,,Gen Z
EMP006631,Kimberly Kaufman,22,Some College,2020-08-12,,HR,HR Associate,Associate,Full-time,32944.21,Philadelphia,39.9526,-75.1652,STR063,EMP006865,Jared Smith,Senior Manager,True,1602,,Gen Z
EMP006632,Jeffrey Leon,37,Bachelor's,2018-06-24,2021-08-30,HR,HR Assistant,Entry,Part-time,14030.39,Jacksonville,30.3322,-81.6557,STR082,EMP007124,Shelly Horton,Senior Manager,False,1163,2021-08,Millennial
EMP006633,Richard Smith,36,High School,2020-10-21,,HR,HR Associate,Associate,Seasonal,14395.67,Fort Worth,32.7555,-97.3308,STR038,EMP006762,Scott Smith,Manager,True,1532,,Millennial
EMP006634,Jennifer Martinez,37,Some College,2017-12-15,2019-11-28,HR,HR Assistant,Entry,Part-time,16348.03,Los Angeles,34.0522,-118.2437,STR122,EMP006986,Michael Stevens,Manager,False,713,2019-11,Millennial
EMP006635,Carol Torres,36,High School,2021-11-17,2024-08-02,HR,HR Associate,Associate,Seasonal,14269.0,San Antonio,29.4241,-98.4936,STR102,EMP007299,William Hall,Manager,False,989,2024-08,Millennial
EMP006636,Richard Golden,23,Master's,2019-11-30,,HR,HR Assistant,Entry,Full-time,25379.99,Nashville,36.1627,-86.7816,STR007,EMP006822,Lauren Thompson,Executive,True,1858,,Gen Z
EMP006637,Angela Richards,23,High School,2021-07-05,2024-10-13,HR,HR Assistant,Entry,Full-time,31068.67,San Antonio,29.4241,-98.4936,STR025,EMP007274,Cory Hale,Executive,False,1196,2024-10,Gen Z
EMP006638,Christopher White,28,Master's,2017-12-15,,HR,Senior HR Specialist,Senior_Associate,Full-time,43810.55,San Antonio,29.4241,-98.4936,STR054,EMP006865,Jared Smith,Senior Manager,True,2573,,Millennial
EMP006639,Paul Ferguson,40,Some College,2020-10-24,,HR,HR Supervisor,Supervisor,Full-time,43537.24,Chicago,41.8781,-87.6298,STR104,EMP007124,Shelly Horton,Senior Manager,True,1529,,Millennial
EMP006640,Robert Peck,31,Some College,2020-10-15,,HR,HR Assistant,Entry,Full-time,26498.04,Memphis,35.1495,-90.049,STR056,EMP006762,Scott Smith,Manager,True,1538,,Millennial
EMP006641,Peter Zhang,29,Bachelor's,2019-10-04,2020-12-13,HR,HR Assistant,Entry,Seasonal,11825.42,Las Vegas,36.1699,-115.1398,STR040,EMP006986,Michael Stevens,Manager,False,436,2020-12,Millennial
EMP006642,Juan Lopez,25,High School,2021-12-22,,HR,HR Assistant,Entry,Full-time,29941.35,Detroit,42.3314,-83.0458,STR139,EMP007299,William Hall,Manager,True,1105,,Gen Z
EMP006643,Shirley Lucas,39,High School,2018-12-27,,HR,HR Associate,Associate,Full-time,33935.16,Jacksonville,30.3322,-81.6557,STR128,EMP006822,Lauren Thompson,Executive,True,2196,,Millennial
EMP006644,Tracy Mcguire,25,Some College,2020-04-03,,HR,HR Supervisor,Supervisor,Full-time,58105.46,Detroit,42.3314,-83.0458,STR145,EMP007274,Cory Hale,Executive,True,1733,,Gen Z
EMP006645,Donald Roberts,33,Master's,2020-06-29,,HR,HR Assistant,Entry,Full-time,24676.68,Detroit,42.3314,-83.0458,STR073,EMP006865,Jared Smith,Senior Manager,True,1646,,Millennial
EMP006646,Linda French,45,PhD,2020-08-23,,HR,HR Assistant,Entry,Full-time,26105.99,Portland,45.5152,-122.6784,STR027,EMP007124,Shelly Horton,Senior Manager,True,1591,,Gen X
EMP006647,Mary Foster,34,Some College,2021-01-09,2023-03-06,HR,HR Associate,Associate,Part-time,23269.9,San Antonio,29.4241,-98.4936,STR024,EMP006762,Scott Smith,Manager,False,786,2023-03,Millennial
EMP006648,Jill Taylor,30,High School,2014-08-29,,HR,HR Assistant,Entry,Seasonal,12385.03,Dallas,32.7767,-96.797,STR006,EMP006986,Michael Stevens,Manager,True,3777,,Millennial
EMP006649,Dennis Guerra,45,Master's,2021-04-20,,HR,HR Assistant,Entry,Full-time,28857.13,Phoenix,33.4484,-112.074,STR004,EMP007299,William Hall,Manager,True,1351,,Gen X
EMP006650,Ryan Mccarty,22,Bachelor's,2020-07-02,,HR,HR Assistant,Entry,Part-time,18353.88,New York,40.7128,-74.006,STR068,EMP006822,Lauren Thompson,Executive,True,1643,,Gen Z
EMP006651,Cory Jones,28,Master's,2021-07-01,,HR,HR Associate,Associate,Full-time,29065.28,Charlotte,35.2271,-80.8431,STR113,EMP007274,Cory Hale,Executive,True,1279,,Millennial
EMP006652,Maria Smith,36,High School,2021-07-19,,HR,HR Assistant,Entry,Full-time,30649.95,Louisville,38.2527,-85.7585,STR088,EMP006865,Jared Smith,Senior Manager,True,1261,,Millennial
EMP006653,Benjamin Mclaughlin,23,Bachelor's,2020-09-17,,HR,HR Assistant,Entry,Part-time,15123.72,New York,40.7128,-74.006,STR073,EMP007124,Shelly Horton,Senior Manager,True,1566,,Gen Z
EMP006654,Daniel Wood,21,High School,2021-12-30,,HR,HR Assistant,Entry,Full-time,23783.32,Baltimore,39.2904,-76.6122,STR056,EMP006762,Scott Smith,Manager,True,1097,,Gen Z
EMP006655,Manuel Taylor,39,Some College,2013-08-28,2021-01-17,HR,HR Associate,Associate,Full-time,30872.44,Chicago,41.8781,-87.6298,STR059,EMP006986,Michael Stevens,Manager,False,2699,2021-01,Millennial
EMP006656,John Miller,31,Master's,2021-07-17,,HR,HR Associate,Associate,Full-time,33015.62,Dallas,32.7767,-96.797,STR062,EMP007299,William Hall,Manager,True,1263,,Millennial
EMP006657,Janet Smith,27,High School,2020-01-27,,HR,HR Supervisor,Supervisor,Part-time,27912.87,Denver,39.7392,-104.9903,STR081,EMP006822,Lauren Thompson,Executive,True,1800,,Millennial
EMP006658,Vincent Huynh,40,High School,2018-12-02,,HR,HR Assistant,Entry,Seasonal,10082.27,Las Vegas,36.1699,-115.1398,STR150,EMP007274,Cory Hale,Executive,True,2221,,Millennial
EMP006659,John Johnson,29,Bachelor's,2018-11-23,,HR,HR Assistant,Entry,Seasonal,9339.91,Los Angeles,34.0522,-118.2437,STR085,EMP006865,Jared Smith,Senior Manager,True,2230,,Millennial
EMP006660,James Mclean,32,Master's,2021-10-05,,HR,HR Associate,Associate,Part-time,18932.47,Houston,29.7604,-95.3698,STR059,EMP007124,Shelly Horton,Senior Manager,True,1183,,Millennial
EMP006661,Sandra Brown,40,High School,2012-10-02,,HR,HR Associate,Associate,Full-time,34867.41,Los Angeles,34.0522,-118.2437,STR081,EMP006762,Scott Smith,Manager,True,4473,,Millennial
EMP006662,Sheila Myers,26,High School,2021-10-25,2022-02-09,HR,HR Assistant,Entry,Seasonal,10567.41,Denver,39.7392,-104.9903,STR052,EMP006986,Michael Stevens,Manager,False,107,2022-02,Millennial
EMP006663,Joseph Ayers,31,Bachelor's,2020-07-27,,HR,HR Associate,Associate,Part-time,19296.38,Portland,45.5152,-122.6784,STR082,EMP007299,William Hall,Manager,True,1618,,Millennial
EMP006664,Kenneth Perez,39,Bachelor's,2018-05-24,2020-09-05,HR,HR Assistant,Entry,Part-time,17678.71,Seattle,47.6062,-122.3321,STR094,EMP006822,Lauren Thompson,Executive,False,835,2020-09,Millennial
EMP006665,Devon Davis,35,Some College,2020-06-29,,HR,HR Assistant,Entry,Part-time,18561.06,Houston,29.7604,-95.3698,STR125,EMP007274,Cory Hale,Executive,True,1646,,Millennial
EMP006666,Mary Mathews,36,Bachelor's,2016-12-08,,HR,HR Assistant,Entry,Full-time,29567.89,New York,40.7128,-74.006,STR018,EMP006865,Jared Smith,Senior Manager,True,2945,,Millennial
EMP006667,Christine Dillon,33,Bachelor's,2018-04-21,,HR,HR Assistant,Entry,Full-time,25320.01,Austin,30.2672,-97.7431,STR150,EMP007124,Shelly Horton,Senior Manager,True,2446,,Millennial
EMP006668,Jason Smith,25,High School,2020-09-24,,HR,HR Assistant,Entry,Full-time,29444.42,Boston,42.3601,-71.0589,STR058,EMP006762,Scott Smith,Manager,True,1559,,Gen Z
EMP006669,Lisa Campbell,21,High School,2021-05-06,,HR,HR Assistant,Entry,Full-time,23519.8,Las Vegas,36.1699,-115.1398,STR106,EMP006986,Michael Stevens,Manager,True,1335,,Gen Z
EMP006670,Jeffrey Taylor,21,Bachelor's,2021-11-07,2023-12-31,HR,HR Associate,Associate,Seasonal,11825.53,Charlotte,35.2271,-80.8431,STR136,EMP007299,William Hall,Manager,False,784,2023-12,Gen Z
EMP006671,Brett Bailey,33,High School,2021-04-21,,HR,HR Associate,Associate,Full-time,32147.52,Baltimore,39.2904,-76.6122,STR088,EMP006822,Lauren Thompson,Executive,True,1350,,Millennial
EMP006672,Donna Sexton,25,PhD,2019-10-22,2023-05-31,HR,HR Assistant,Entry,Part-time,18046.21,Fort Worth,32.7555,-97.3308,STR015,EMP007274,Cory Hale,Executive,False,1317,2023-05,Gen Z
EMP006673,Christopher Harrison,30,Master's,2020-06-14,,HR,HR Associate,Associate,Full-time,30956.18,Charlotte,35.2271,-80.8431,STR086,EMP006865,Jared Smith,Senior Manager,True,1661,,Millennial
EMP006674,Kelly Woods,47,High School,2020-01-22,,HR,HR Associate,Associate,Full-time,28759.04,Seattle,47.6062,-122.3321,STR046,EMP007124,Shelly Horton,Senior Manager,True,1805,,Gen X
EMP006675,Thomas Johnson,24,High School,2019-06-15,,HR,HR Manager,Manager,Full-time,58951.29,Las Vegas,36.1699,-115.1398,STR021,EMP000529,Melissa Bishop,Senior Manager,True,2026,,Gen Z
EMP006676,Christine King,31,Some College,2021-05-05,,HR,HR Assistant,Entry,Full-time,30587.45,Boston,42.3601,-71.0589,STR003,EMP006762,Scott Smith,Manager,True,1336,,Millennial
EMP006677,Marcus Williams,29,Some College,2019-12-25,,HR,HR Associate,Associate,Full-time,35605.4,Austin,30.2672,-97.7431,STR078,EMP006986,Michael Stevens,Manager,True,1833,,Millennial
EMP006678,Jeffrey Jones,21,Bachelor's,2021-06-24,,HR,HR Assistant,Entry,Full-time,24532.01,Chicago,41.8781,-87.6298,STR150,EMP007299,William Hall,Manager,True,1286,,Gen Z
EMP006679,Gerald Hunt,37,High School,2020-03-02,,HR,HR Assistant,Entry,Part-time,16531.77,San Jose,37.3382,-121.8863,STR047,EMP006822,Lauren Thompson,Executive,True,1765,,Millennial
EMP006680,Zachary Huff,38,Bachelor's,2021-07-14,,HR,HR Supervisor,Supervisor,Part-time,30897.86,Las Vegas,36.1699,-115.1398,STR083,EMP007274,Cory Hale,Executive,True,1266,,Millennial
EMP006681,Luis Lopez V,24,Some College,2019-11-27,,HR,HR Assistant,Entry,Full-time,28554.36,Denver,39.7392,-104.9903,STR131,EMP006865,Jared Smith,Senior Manager,True,1861,,Gen Z
EMP006682,Stephen Mitchell,28,Bachelor's,2022-01-01,,HR,HR Assistant,Entry,Full-time,24331.88,Detroit,42.3314,-83.0458,STR145,EMP007124,Shelly Horton,Senior Manager,True,1095,,Millennial
EMP006683,Eric Ingram,23,High School,2019-12-22,,HR,HR Assistant,Entry,Part-time,18386.42,Baltimore,39.2904,-76.6122,STR113,EMP006762,Scott Smith,Manager,True,1836,,Gen Z
EMP006684,Jon Robinson,30,High School,2020-12-22,,HR,HR Associate,Associate,Part-time,19027.45,Las Vegas,36.1699,-115.1398,STR100,EMP006986,Michael Stevens,Manager,True,1470,,Millennial
EMP006685,Richard Flynn,38,Bachelor's,2016-06-12,,HR,HR Associate,Associate,Full-time,36329.58,Fort Worth,32.7555,-97.3308,STR134,EMP007299,William Hall,Manager,True,3124,,Millennial
EMP006686,Jasmine Scott,36,Bachelor's,2019-09-02,2020-06-09,HR,HR Associate,Associate,Seasonal,11277.4,Phoenix,33.4484,-112.074,STR075,EMP006822,Lauren Thompson,Executive,False,281,2020-06,Millennial
EMP006687,Yolanda Martin,21,Some College,2021-08-27,,HR,Senior HR Specialist,Senior_Associate,Part-time,24353.91,Columbus,39.9612,-82.9988,STR137,EMP007274,Cory Hale,Executive,True,1222,,Gen Z
EMP006688,Patricia Wood,32,High School,2021-06-23,,HR,HR Associate,Associate,Full-time,32220.52,Memphis,35.1495,-90.049,STR052,EMP006865,Jared Smith,Senior Manager,True,1287,,Millennial
