Employee_id,Full_Name,Age,Age_Group,Education_Level,Department,Job_Role,Job_Level,Employment_Type,Base_Salary_Annual,Manager_Id,Store_Id,Hire_Date,Exit_Date,Is_Active,Tenure_Days
EMP006463,Jack Krause,27,Millennial,Bachelor's,Meat/Fish & Bakery,Butcher,Associate,Full-time,39385.48828125,EMP006865,STR073,2021-10-21,NULL,1,1167
EMP006464,Mariah Wang,48,Gen X,Some College,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,24680.470703125,EMP007124,STR082,2019-08-13,NULL,1,1967
EMP006465,Brooke Allison,36,Millennial,Some College,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,30114.66015625,EMP006675,STR107,2018-08-01,NULL,1,2344
EMP006466,Melissa Harvey,23,Gen Z,High School,Meat/Fish & Bakery,Butcher,Associate,Full-time,28664.3203125,EMP006762,STR140,2019-02-19,NULL,1,2142
EMP006467,Laura Roberts,30,Millennial,Master's,Meat/Fish & Bakery,Butcher,Associate,Full-time,34457.44921875,EMP006986,STR072,2021-08-23,NULL,1,1226
EMP006468,Kathy Robinson,28,Millennial,Some College,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,22705.5,EMP007299,STR040,2020-11-05,NULL,1,1517
EMP006469,Thomas Rodgers,27,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,31340.330078125,EMP006822,STR046,2018-07-07,NULL,1,2369
EMP006470,Rhonda Cervantes,40,Millennial,High School,Meat/Fish & Bakery,Butcher,Associate,Full-time,37196.21875,EMP007274,STR030,2018-12-11,NULL,1,2212
EMP006471,Darryl Hernandez,42,Gen X,High School,Meat/Fish & Bakery,Butcher,Associate,Part-time,21537.240234375,EMP006865,STR043,2020-01-26,NULL,1,1801
EMP006472,Benjamin Alvarez,41,Gen X,High School,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Full-time,47358.44921875,EMP007124,STR013,2019-06-03,NULL,1,2038
EMP006473,Robert Pierce,34,Millennial,High School,Meat/Fish & Bakery,Meat/Fish & Bakery Supervisor,Supervisor,Full-time,53655.359375,EMP006675,STR104,2020-10-17,NULL,1,1536
EMP006474,Earl Marquez,39,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,31689.439453125,EMP006762,STR020,2018-07-02,NULL,1,2374
EMP006475,Michael Walls,44,Gen X,Some College,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,17483.75,EMP006986,STR047,2021-01-12,NULL,1,1449
EMP006476,Crystal Pierce,26,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,31246.58984375,EMP007299,STR055,2020-04-17,NULL,1,1719
EMP006477,Gabriel Wilkins,35,Millennial,PhD,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,10868.5302734375,EMP006822,STR022,2021-07-10,2023-06-02,0,692
EMP006478,Desiree Jimenez,28,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,13902.3896484375,EMP007274,STR055,2014-09-25,NULL,1,3750
EMP006479,Wyatt Henry,38,Millennial,High School,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,10912.7099609375,EMP006865,STR056,2021-11-20,NULL,1,1137
EMP006480,Lauren Coleman,31,Millennial,Bachelor's,Meat/Fish & Bakery,Butcher,Associate,Full-time,29522.470703125,EMP007124,STR149,2021-11-10,NULL,1,1147
EMP006481,Erica Wright,35,Millennial,Some College,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,27924.9296875,EMP006675,STR083,2021-10-19,2023-12-17,0,789
EMP006482,Patrick Rocha,37,Millennial,PhD,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,26824.9296875,EMP006762,STR135,2021-06-23,NULL,1,1287
EMP006483,Joshua Jones,30,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,16935.44921875,EMP006986,STR148,2014-07-25,NULL,1,3812
EMP006484,Johnathan Aguirre,31,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,22100.470703125,EMP007299,STR051,2021-09-17,2023-01-22,0,492
EMP006485,Kevin Hubbard,37,Millennial,High School,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,23948.400390625,EMP006822,STR066,2021-11-14,2024-12-19,0,1131
EMP006486,Mr. Jack Moore PhD,22,Gen Z,Bachelor's,Meat/Fish & Bakery,Butcher,Associate,Part-time,20337.580078125,EMP007274,STR059,2020-05-08,NULL,1,1698
EMP006487,Pamela Burnett,26,Millennial,Master's,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,18903.01953125,EMP006865,STR142,2019-08-25,NULL,1,1955
EMP006488,Darren Reyes,21,Gen Z,High School,Meat/Fish & Bakery,Butcher,Associate,Full-time,32603.310546875,EMP007124,STR133,2021-04-12,NULL,1,1359
EMP006489,Richard Graham,38,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,26243.720703125,EMP006675,STR124,2019-09-02,NULL,1,1947
EMP006490,Wanda Ingram,30,Millennial,Some College,Meat/Fish & Bakery,Meat/Fish & Bakery Supervisor,Supervisor,Part-time,32918.71875,EMP006762,STR002,2019-12-31,NULL,1,1827
EMP006491,Joel Thomas,46,Gen X,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,28037.9296875,EMP006986,STR077,2016-05-27,NULL,1,3140
EMP006492,Jeremy Johnson,42,Gen X,Some College,Meat/Fish & Bakery,Butcher,Associate,Full-time,31587.109375,EMP007299,STR117,2019-07-24,NULL,1,1987
EMP006493,Ronald Marshall,50,Gen X,Master's,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,15664.900390625,EMP006822,STR113,2021-03-25,NULL,1,1377
EMP006494,Robert Fischer,28,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,14506.2001953125,EMP007274,STR127,2014-12-03,NULL,1,3681
EMP006495,Dr. Paul Olson,34,Millennial,Bachelor's,Meat/Fish & Bakery,Butcher,Associate,Full-time,39592.26171875,EMP006865,STR091,2019-01-26,NULL,1,2166
EMP006496,Cindy Tucker,50,Gen X,Bachelor's,Meat/Fish & Bakery,Butcher,Associate,Seasonal,11827.0498046875,EMP007124,STR006,2017-12-10,2020-07-03,0,936
EMP006497,Darren Smith,21,Gen Z,High School,Meat/Fish & Bakery,Butcher,Associate,Full-time,32462.0390625,EMP006675,STR002,2021-11-13,NULL,1,1144
EMP006498,Jeremy Nicholson,21,Gen Z,Some College,Meat/Fish & Bakery,Butcher,Associate,Full-time,28310.0703125,EMP006762,STR109,2021-07-07,NULL,1,1273
EMP006499,Kathy Nguyen,38,Millennial,High School,Meat/Fish & Bakery,Butcher,Associate,Full-time,30661.349609375,EMP006986,STR010,2019-11-18,NULL,1,1870
EMP006500,Christopher Williams,35,Millennial,High School,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,29804.7109375,EMP007299,STR139,2021-06-30,2023-10-03,0,825
EMP006501,Evelyn Townsend,25,Gen Z,High School,Meat/Fish & Bakery,Butcher,Associate,Part-time,18248.4609375,EMP006822,STR126,2020-01-16,NULL,1,1811
EMP006502,Joseph Zavala,27,Millennial,Some College,Meat/Fish & Bakery,Butcher,Associate,Full-time,28960.759765625,EMP007274,STR004,2015-06-01,2020-10-25,0,1973
EMP006503,Charlene Black,22,Gen Z,High School,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,10697.8095703125,EMP006865,STR126,2021-06-04,2024-02-05,0,976
EMP006504,Angel Butler,42,Gen X,High School,Meat/Fish & Bakery,Meat/Fish & Bakery Supervisor,Supervisor,Part-time,25307.669921875,EMP007124,STR010,2021-10-10,NULL,1,1178
EMP006505,Adam Delgado,28,Millennial,Master's,Meat/Fish & Bakery,Butcher,Associate,Full-time,29017.189453125,EMP006675,STR041,2021-02-08,NULL,1,1422
EMP006506,Daniel Mendoza,44,Gen X,Master's,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,18045.759765625,EMP006762,STR090,2021-04-09,NULL,1,1362
EMP006507,Ruben Clark,26,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,17828.83984375,EMP006986,STR135,2020-07-15,2021-03-12,0,240
EMP006508,Nicholas Rasmussen,36,Millennial,High School,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,31151.390625,EMP007299,STR058,2020-07-11,NULL,1,1634
EMP006509,Jason Taylor,33,Millennial,High School,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,30545.150390625,EMP006822,STR115,2017-06-08,NULL,1,2763
EMP006510,Claudia Rice,21,Gen Z,High School,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,28831.759765625,EMP007274,STR088,2021-11-17,NULL,1,1140
EMP006511,Sara Lawson,30,Millennial,Some College,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,22523.330078125,EMP006865,STR019,2021-05-27,NULL,1,1314
EMP006512,Michael Johnson,54,Gen X,Some College,Meat/Fish & Bakery,Butcher,Associate,Full-time,37394.1796875,EMP007124,STR022,2019-11-07,NULL,1,1881
EMP006513,Thomas Mills,31,Millennial,High School,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,30455.109375,EMP006675,STR046,2021-05-25,NULL,1,1316
EMP006514,Michael Thompson,43,Gen X,Master's,Meat/Fish & Bakery,Butcher,Associate,Part-time,22553.390625,EMP006762,STR123,2018-04-06,NULL,1,2461
EMP006515,Penny Waters,36,Millennial,Bachelor's,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Full-time,42627.19140625,EMP006986,STR008,2021-11-17,NULL,1,1140
EMP006516,Gregory Johnson,30,Millennial,High School,Meat/Fish & Bakery,Butcher,Associate,Full-time,30794.8203125,EMP007299,STR048,2019-02-15,2024-04-07,0,1878
EMP006517,Sandra Ingram,21,Gen Z,Bachelor's,Meat/Fish & Bakery,Butcher,Associate,Seasonal,15257.580078125,EMP006822,STR116,2021-06-27,NULL,1,1283
EMP006518,Kenneth Harmon,24,Gen Z,High School,Meat/Fish & Bakery,Butcher,Associate,Full-time,36725.94921875,EMP007274,STR098,2020-09-16,NULL,1,1567
EMP006519,Erin Nash,31,Millennial,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,31807.609375,EMP006865,STR014,2019-08-27,2024-11-24,0,1916
EMP006520,David Smith,26,Millennial,Some College,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,9422.76953125,EMP007124,STR134,2021-11-22,NULL,1,1135
EMP006521,Matthew Morris,21,Gen Z,Master's,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,24256.650390625,EMP006675,STR094,2021-07-21,NULL,1,1259
EMP006522,Norman Porter,36,Millennial,Some College,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,14470.7900390625,EMP006762,STR066,2021-12-26,NULL,1,1101
EMP006523,Kathryn Morgan,37,Millennial,High School,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,29925.400390625,EMP006986,STR037,2017-11-08,2018-05-14,0,187
EMP006524,Jeffrey Jones,23,Gen Z,Bachelor's,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,14321.4404296875,EMP007299,STR116,2021-12-25,NULL,1,1102
EMP006525,Alyssa Guerra,22,Gen Z,Some College,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,22666.599609375,EMP006822,STR052,2020-05-27,2022-01-05,0,588
EMP006526,Bridget White,21,Gen Z,Some College,HR,HR Assistant,Entry,Full-time,31985.609375,EMP006675,STR110,2021-01-03,NULL,1,1458
EMP006527,James Hood,39,Millennial,Some College,HR,HR Associate,Associate,Part-time,16978.6796875,EMP006675,STR041,2019-03-16,NULL,1,2117
EMP006528,Daniel Brown,31,Millennial,Master's,HR,HR Assistant,Entry,Part-time,18211.4609375,EMP006675,STR072,2020-06-28,2023-01-22,0,938
EMP006529,Tony Thomas,21,Gen Z,High School,HR,HR Assistant,Entry,Part-time,15392.2001953125,EMP006675,STR004,2021-02-07,NULL,1,1423
EMP006530,Philip Huff,31,Millennial,High School,HR,HR Assistant,Entry,Part-time,18249.689453125,EMP006675,STR061,2021-12-27,2023-10-03,0,645
EMP006531,Marilyn Henry,33,Millennial,Bachelor's,HR,HR Associate,Associate,Full-time,34655.44921875,EMP006675,STR100,2020-12-16,NULL,1,1476
EMP006532,Tracy Rodriguez,21,Gen Z,Some College,HR,HR Assistant,Entry,Full-time,31016.310546875,EMP006675,STR091,2021-12-06,NULL,1,1121
EMP006533,Richard Moore,37,Millennial,Bachelor's,HR,HR Associate,Associate,Part-time,23468.58984375,EMP006675,STR115,2019-06-15,NULL,1,2026
EMP006534,Jacqueline Roberts,33,Millennial,Some College,HR,HR Assistant,Entry,Part-time,13254.58984375,EMP006675,STR103,2020-04-27,NULL,1,1709
EMP006535,Jennifer Tran,44,Gen X,High School,HR,HR Assistant,Entry,Part-time,13652.4697265625,EMP006675,STR017,2015-09-01,2023-07-18,0,2877
EMP006536,Christopher Garcia,37,Millennial,High School,HR,HR Assistant,Entry,Full-time,24503.58984375,EMP006675,STR100,2020-07-17,NULL,1,1628
EMP006537,Kenneth Clark,31,Millennial,Bachelor's,HR,HR Associate,Associate,Full-time,36031.78125,EMP006675,STR126,2017-01-14,NULL,1,2908
EMP006538,Cassidy Johnson,41,Gen X,Master's,HR,HR Assistant,Entry,Full-time,30882.720703125,EMP006675,STR105,2018-01-07,NULL,1,2550
EMP006539,Jason Woodward,23,Gen Z,High School,HR,Senior HR Specialist,Senior_Associate,Part-time,25139.48046875,EMP006675,STR040,2019-07-04,NULL,1,2007
EMP006540,Krista Davis,23,Gen Z,Some College,HR,HR Assistant,Entry,Full-time,28069.73046875,EMP006675,STR034,2019-12-06,NULL,1,1852
EMP006541,Deborah Gregory,34,Millennial,High School,HR,HR Assistant,Entry,Part-time,14331,EMP006675,STR045,2017-11-23,NULL,1,2595
EMP006542,Ronald Brown,39,Millennial,PhD,HR,HR Supervisor,Supervisor,Part-time,33893.640625,EMP006675,STR139,2021-11-27,2024-08-20,0,997
EMP006543,Sheena Hayes,21,Gen Z,High School,HR,HR Associate,Associate,Full-time,39607.94140625,EMP006675,STR091,2021-06-01,2023-09-14,0,835
EMP006544,Olivia Dorsey,23,Gen Z,High School,HR,HR Assistant,Entry,Full-time,24685.990234375,EMP006675,STR016,2019-02-06,NULL,1,2155
EMP006545,Angela Bradshaw,35,Millennial,High School,HR,HR Assistant,Entry,Full-time,26948.259765625,EMP006675,STR097,2015-02-02,2022-10-25,0,2822
EMP006546,Richard Beasley,38,Millennial,High School,HR,Senior HR Specialist,Senior_Associate,Seasonal,14516.7001953125,EMP006675,STR008,2021-11-28,NULL,1,1129
EMP006547,Teresa Carter,23,Gen Z,PhD,HR,HR Associate,Associate,Part-time,20825.779296875,EMP006675,STR080,2020-06-21,2022-03-12,0,629
EMP006548,Cody Conley,31,Millennial,Bachelor's,HR,HR Assistant,Entry,Full-time,27027.830078125,EMP006675,STR086,2019-05-07,NULL,1,2065
EMP006549,Thomas Bennett,47,Gen X,High School,HR,HR Assistant,Entry,Full-time,23444.359375,EMP006675,STR043,2018-07-20,NULL,1,2356
EMP006550,Brian Stokes,34,Millennial,Bachelor's,HR,HR Assistant,Entry,Full-time,26420.66015625,EMP006675,STR080,2019-03-11,NULL,1,2122
EMP006551,Donald Wallace,31,Millennial,Bachelor's,HR,HR Associate,Associate,Full-time,32009.259765625,EMP006675,STR121,2021-12-17,NULL,1,1110
EMP006552,Sydney Smith,25,Gen Z,Master's,HR,Senior HR Specialist,Senior_Associate,Full-time,42827.4609375,EMP006675,STR098,2019-08-27,NULL,1,1953
EMP006553,Justin Figueroa,31,Millennial,High School,HR,HR Assistant,Entry,Full-time,27856.5390625,EMP006675,STR028,2019-05-06,NULL,1,2066
EMP006554,Erika Brown,38,Millennial,Bachelor's,HR,HR Assistant,Entry,Full-time,22084.9609375,EMP006675,STR071,2015-05-11,NULL,1,3522
EMP006555,Lisa Salazar,33,Millennial,Some College,HR,HR Assistant,Entry,Seasonal,11844.01953125,EMP006675,STR106,2016-06-30,2018-08-24,0,785
EMP006556,Mrs. Melissa Robinson,45,Gen X,PhD,HR,HR Assistant,Entry,Full-time,29130.140625,EMP006675,STR148,2020-04-04,NULL,1,1732
EMP006557,Bethany Haynes,32,Millennial,Master's,HR,HR Assistant,Entry,Seasonal,10265.150390625,EMP006675,STR021,2019-12-15,NULL,1,1843
EMP006558,Katherine Weaver MD,34,Millennial,High School,HR,HR Assistant,Entry,Part-time,13517.6201171875,EMP006675,STR055,2020-10-21,2023-05-13,0,934
EMP006559,Bailey Hughes,44,Gen X,High School,HR,HR Associate,Associate,Full-time,37059.19140625,EMP006675,STR025,2020-08-03,2023-07-26,0,1087
EMP006560,Anthony Proctor,42,Gen X,High School,HR,HR Assistant,Entry,Full-time,31551.75,EMP006675,STR008,2021-06-23,NULL,1,1287
EMP006561,Jessica Martinez,41,Gen X,Some College,HR,HR Assistant,Entry,Full-time,24401.51953125,EMP006675,STR066,2021-03-13,NULL,1,1389
EMP006562,Jason Foster,29,Millennial,High School,HR,Senior HR Specialist,Senior_Associate,Full-time,39852.87109375,EMP006675,STR125,2021-03-05,NULL,1,1397
EMP006563,Christopher Roy,45,Gen X,High School,HR,HR Associate,Associate,Full-time,30205.75,EMP006675,STR075,2019-05-09,NULL,1,2063
EMP006564,Elizabeth Rowland,30,Millennial,Bachelor's,HR,HR Assistant,Entry,Part-time,16661.619140625,EMP006675,STR069,2021-08-08,NULL,1,1241
EMP006565,Deborah Curry,27,Millennial,High School,HR,HR Assistant,Entry,Seasonal,9419.3701171875,EMP006675,STR079,2021-05-14,2024-10-04,0,1239
EMP006566,Allison Sharp,34,Millennial,Bachelor's,HR,HR Assistant,Entry,Full-time,25561.939453125,EMP006675,STR066,2021-12-07,NULL,1,1120
EMP006567,Kimberly Turner,45,Gen X,Bachelor's,HR,Senior HR Specialist,Senior_Associate,Full-time,45455.19921875,EMP006675,STR073,2021-04-18,NULL,1,1353
EMP006568,Paul Chaney,33,Millennial,Bachelor's,HR,HR Associate,Associate,Full-time,34721.390625,EMP006675,STR080,2019-09-10,NULL,1,1939
EMP006569,Sarah Smith,35,Millennial,High School,HR,HR Assistant,Entry,Full-time,25864.630859375,EMP006675,STR022,2017-07-29,2018-02-10,0,196
EMP006570,Adam Espinoza,28,Millennial,Bachelor's,HR,HR Associate,Associate,Full-time,33043,EMP006675,STR007,2021-06-07,NULL,1,1303
EMP006571,Tyler Richard,41,Gen X,High School,HR,HR Associate,Associate,Full-time,34745.328125,EMP006675,STR085,2020-01-22,2021-10-22,0,639
EMP006572,Carol Ingram,26,Millennial,Master's,HR,HR Assistant,Entry,Seasonal,8823.4599609375,EMP006675,STR137,2020-05-11,NULL,1,1695
EMP006573,Paula Blackburn,22,Gen Z,Bachelor's,HR,HR Assistant,Entry,Seasonal,9114.0400390625,EMP006675,STR113,2020-05-12,2024-11-19,0,1652
EMP006574,Cynthia Johnson,30,Millennial,High School,HR,HR Associate,Associate,Full-time,38575.1015625,EMP006675,STR020,2015-02-09,NULL,1,3613
EMP006575,Kenneth Johnson,24,Gen Z,High School,HR,HR Supervisor,Supervisor,Full-time,43401.8203125,EMP006675,STR134,2018-07-15,NULL,1,2361
EMP006576,Steven Bailey,37,Millennial,Bachelor's,HR,HR Assistant,Entry,Part-time,17440.8203125,EMP006675,STR108,2020-05-12,NULL,1,1694
EMP006577,Daniel Smith,29,Millennial,High School,HR,HR Assistant,Entry,Full-time,31200.380859375,EMP006675,STR129,2021-10-26,2022-02-08,0,105
EMP006578,Hunter Williams,21,Gen Z,Some College,HR,HR Associate,Associate,Full-time,31248.19921875,EMP006675,STR056,2021-11-27,2024-10-28,0,1066
EMP006579,Susan Trujillo,31,Millennial,Some College,HR,HR Associate,Associate,Contractor,35690.48828125,EMP006675,STR010,2020-09-30,2022-02-23,0,511
EMP006580,William Wilson,29,Millennial,Bachelor's,HR,HR Assistant,Entry,Full-time,27689.2109375,EMP006675,STR035,2020-11-20,NULL,1,1502
EMP006581,Courtney Morgan,21,Gen Z,High School,HR,HR Assistant,Entry,Full-time,30817.08984375,EMP006675,STR112,2021-03-29,2024-07-13,0,1202
EMP006582,Mitchell Merritt,31,Millennial,Bachelor's,HR,HR Assistant,Entry,Full-time,31419.060546875,EMP006675,STR036,2021-04-07,2024-12-24,0,1357
EMP006583,Jared Gordon,43,Gen X,High School,HR,HR Assistant,Entry,Full-time,29395.630859375,EMP006675,STR003,2018-12-12,NULL,1,2211
EMP006584,Kristina Neal,24,Gen Z,Bachelor's,HR,HR Assistant,Entry,Part-time,13719.7197265625,EMP006675,STR020,2018-11-01,NULL,1,2252
EMP006585,Cory Parsons,46,Gen X,Bachelor's,HR,HR Assistant,Entry,Full-time,28691.5390625,EMP006675,STR087,2020-12-16,NULL,1,1476
EMP006586,Christopher Horn,42,Gen X,Some College,HR,HR Associate,Associate,Seasonal,13169.4599609375,EMP006675,STR008,2019-05-19,2024-02-12,0,1730
EMP006587,Christopher Simmons,29,Millennial,Master's,HR,HR Associate,Associate,Full-time,33648.41015625,EMP006675,STR069,2018-04-16,2019-04-26,0,375
EMP006588,Joshua Reed,39,Millennial,High School,HR,HR Assistant,Entry,Part-time,13494.8896484375,EMP006675,STR107,2021-08-29,NULL,1,1220
EMP006589,Kimberly Brewer,37,Millennial,Master's,HR,HR Associate,Associate,Part-time,18175.650390625,EMP006675,STR097,2021-01-08,NULL,1,1453
EMP006590,Ronald Kramer,27,Millennial,Some College,HR,HR Assistant,Entry,Full-time,29905.140625,EMP006675,STR076,2015-03-13,NULL,1,3581
EMP006591,Ann Hobbs,38,Millennial,Some College,HR,HR Assistant,Entry,Full-time,26539.58984375,EMP006675,STR145,2020-11-30,NULL,1,1492
EMP006592,Richard Potter,26,Millennial,Some College,HR,HR Associate,Associate,Full-time,31619.94921875,EMP006675,STR001,2021-09-01,NULL,1,1217
EMP006593,Terry Carr,23,Gen Z,Master's,HR,HR Assistant,Entry,Part-time,15504.1103515625,EMP006675,STR124,2020-07-01,NULL,1,1644
EMP006594,Tiffany Wilson,25,Gen Z,High School,HR,Senior HR Specialist,Senior_Associate,Full-time,47815.98828125,EMP006675,STR059,2019-11-27,NULL,1,1861
EMP006595,Jon Gonzalez,34,Millennial,High School,HR,HR Assistant,Entry,Full-time,29489.990234375,EMP006675,STR028,2021-04-18,NULL,1,1353
EMP006596,Mr. Jacob Moore,30,Millennial,High School,HR,HR Assistant,Entry,Full-time,24723.150390625,EMP006675,STR119,2020-04-21,NULL,1,1715
EMP006597,Janet Larson,21,Gen Z,Bachelor's,HR,HR Associate,Associate,Full-time,29410.01953125,EMP006675,STR066,2021-12-13,NULL,1,1114
EMP006598,Margaret Knight,27,Millennial,High School,HR,HR Associate,Associate,Seasonal,12409.58984375,EMP006675,STR035,2020-12-29,2022-04-11,0,468
EMP006599,Gloria Odom,29,Millennial,Some College,HR,HR Associate,Associate,Full-time,39049.078125,EMP006675,STR045,2019-04-10,NULL,1,2092
EMP006600,Casey Foster,46,Gen X,Bachelor's,HR,HR Assistant,Entry,Full-time,27815.890625,EMP006675,STR122,2013-08-25,NULL,1,4146
EMP006601,Daryl Olson,22,Gen Z,Some College,HR,HR Supervisor,Supervisor,Part-time,30961.58984375,EMP006675,STR111,2020-05-28,NULL,1,1678
EMP006602,James Raymond,32,Millennial,Master's,HR,HR Associate,Associate,Full-time,35156.71875,EMP007274,STR052,2021-11-29,NULL,1,1128
EMP006603,Denise Flores,31,Millennial,Bachelor's,HR,HR Assistant,Entry,Part-time,15396.169921875,EMP006865,STR137,2021-07-21,NULL,1,1259
EMP006604,Katie Hardin,26,Millennial,Bachelor's,HR,Senior HR Specialist,Senior_Associate,Full-time,47106.609375,EMP007124,STR130,2016-06-22,NULL,1,3114
EMP006605,Brian Bullock,34,Millennial,Master's,HR,HR Assistant,Entry,Part-time,16339.7197265625,EMP006762,STR009,2020-03-07,NULL,1,1760
EMP006606,Stefanie Simmons,25,Gen Z,Bachelor's,HR,Senior HR Specialist,Senior_Associate,Full-time,36751.21875,EMP006986,STR046,2021-12-17,NULL,1,1110
EMP006607,Randall Johnson,26,Millennial,Bachelor's,HR,HR Assistant,Entry,Full-time,23290.650390625,EMP007299,STR087,2020-12-22,2024-01-22,0,1126
EMP006608,Brooke Harmon,37,Millennial,Bachelor's,HR,HR Assistant,Entry,Full-time,27368.58984375,EMP006822,STR082,2020-09-21,NULL,1,1562
EMP006609,Debra Baxter,22,Gen Z,Bachelor's,HR,Senior HR Specialist,Senior_Associate,Full-time,49048.55078125,EMP007274,STR100,2020-12-05,NULL,1,1487
EMP006610,Corey Thornton,30,Millennial,High School,HR,HR Assistant,Entry,Full-time,25083.51953125,EMP006865,STR110,2021-05-28,2024-01-01,0,948
EMP006611,Michael Dalton,31,Millennial,Bachelor's,HR,HR Associate,Associate,Part-time,23060.69921875,EMP007124,STR076,2021-02-28,NULL,1,1402
EMP006612,Evan Nelson,38,Millennial,High School,HR,HR Associate,Associate,Full-time,37169.1484375,EMP006762,STR070,2017-03-25,NULL,1,2838
EMP006613,Brenda Perkins,22,Gen Z,Master's,HR,Senior HR Specialist,Senior_Associate,Part-time,23230.310546875,EMP006986,STR125,2020-10-17,NULL,1,1536
EMP006614,David Skinner,32,Millennial,Master's,HR,HR Assistant,Entry,Full-time,22363.41015625,EMP007299,STR117,2020-05-02,NULL,1,1704
EMP006615,Jessica Lowery,36,Millennial,Master's,HR,HR Assistant,Entry,Full-time,23018.470703125,EMP006822,STR088,2019-10-15,NULL,1,1904
EMP006616,Charles Owens,36,Millennial,High School,HR,HR Supervisor,Supervisor,Full-time,55112.890625,EMP007274,STR128,2020-05-03,NULL,1,1703
EMP006617,Jacqueline Figueroa,31,Millennial,Bachelor's,HR,HR Assistant,Entry,Part-time,14398.01953125,EMP006865,STR100,2020-10-21,NULL,1,1532
EMP006618,Brittany Davis,51,Gen X,Bachelor's,HR,Senior HR Specialist,Senior_Associate,Full-time,40569.05859375,EMP007124,STR037,2016-09-02,NULL,1,3042
EMP006619,Michelle King,22,Gen Z,Bachelor's,HR,HR Associate,Associate,Full-time,34020.390625,EMP006762,STR098,2020-12-02,2022-11-28,0,726
EMP006620,Erica Huynh,32,Millennial,Bachelor's,HR,HR Associate,Associate,Full-time,36705.62109375,EMP006986,STR100,2019-06-19,NULL,1,2022
EMP006621,Leslie Fitzgerald,46,Gen X,High School,HR,HR Assistant,Entry,Full-time,23132.310546875,EMP007299,STR013,2021-03-15,NULL,1,1387
EMP006622,Elizabeth Daniels,37,Millennial,Some College,HR,HR Associate,Associate,Full-time,32876.3984375,EMP006822,STR066,2020-09-22,NULL,1,1561
EMP006623,Jeffrey Walters PhD,22,Gen Z,High School,HR,HR Assistant,Entry,Part-time,16110.4404296875,EMP007274,STR055,2020-11-20,NULL,1,1502
EMP006624,Daniel Young,35,Millennial,Some College,HR,HR Assistant,Entry,Part-time,16444.9609375,EMP006865,STR018,2020-10-16,NULL,1,1537
EMP006625,Kevin Grant,38,Millennial,Bachelor's,HR,HR Associate,Associate,Full-time,37820.328125,EMP007124,STR100,2021-12-09,NULL,1,1118
EMP006626,Hunter Williamson,32,Millennial,Some College,HR,HR Associate,Associate,Full-time,30060.140625,EMP006762,STR074,2021-09-13,NULL,1,1205
EMP006627,Gerald Moran,29,Millennial,High School,HR,HR Assistant,Entry,Full-time,30078.310546875,EMP006986,STR107,2021-02-08,NULL,1,1422
EMP006628,Toni Hill,25,Gen Z,Bachelor's,HR,HR Associate,Associate,Full-time,36314.5390625,EMP007299,STR032,2021-11-28,NULL,1,1129
